CONNECTION ID,# EDGES,EDGE IDS
road148,2,-161652141#11,161652141#11
road149,1,-161652141#9
road150,1,-82124997#5
road151,1,161652141#12
road152,2,82123817,8256233#0
road153,1,-156159285#1
road154,8,-156159285#2,-8096707#1,-8256233#1,-8256233#2,156159285#2,8096707#1,8256233#1,8256233#2
road155,1,-8096707#1
road156,2,-82123817,-8256233#0
road157,1,156159285#3
road158,1,8096707#2
road159,1,8256233#2
road160,1,-8096701#4
road161,1,-8096707#0
road162,2,-8096707#1,8096707#1
road163,1,8096701#5
road164,1,8096707#1
road165,1,-22813912
road166,2,-8096701#5,8096701#5
road167,1,-8096701#5
road168,1,500008415
road169,1,8096701#6
road170,1,-132318682#4
road171,4,-166366047,-26839385,166366047,26839385
road172,1,-17513374
road173,1,-26839385
road174,1,-673447481#1
road175,1,22813912
road176,3,286754715#0,687471330#0,687471330#1
road177,1,286754715#0
road178,10,-206996918#0,-206996918#1,-207107599#2,-207107599#3,-207107599#4,206996918#0,206996918#1,207107599#2,207107599#3,207107599#4
road179,1,-207107599#2
road180,1,206996918#1
road181,4,286754719,367808673,43892835#1,43892837
road182,1,35468477
road183,1,43892837
road184,1,2509157
road185,7,35468477,379356933#0,379356933#1,379356933#2,43573215#6,43573215#7,43573215#8
road186,1,564126997
road187,8,-36776003,234288790,36776003,379356932,39028323#0,39028323#1,39035433#0,39035433#1
road188,1,-36776003
road189,1,648551913
road190,1,89991893
road191,4,-197476574,-199521016,197476574,199521016
road192,1,-89991893
road193,1,197476947#0
road194,1,4607833
road195,5,-197476947#0,-197476948#0,197476947#0,197476948#0,4607836
road196,1,-197476947#0
road197,2,-4607884,197476948#1
road198,1,4607836
road199,1,4607837#0
road200,2,-197476948#1,4607884
road201,1,-4607885#1
road202,1,330341#2
road203,1,679330694#0
road204,3,679330695#0,679330695#1,679330697
road205,1,-637034137#0
road206,15,-637034137#1,-637034137#2,-75687499#0,-75687499#1,-75687499#2,330341#0,330341#1,637034137#1,637034137#2,679330694#0,679330694#1,679330694#2,75687499#0,75687499#1,75687499#2
road207,1,197476980#0
road208,1,330341#2
road209,1,-197476980#0
road210,4,-197476980#1,-197476980#2,197476980#1,197476980#2
road211,1,151942042#0
road212,2,197476980#3,4607886
road213,1,-4390227#1
road214,4,-4390227#2,-4390227#3,4390227#2,4390227#3
road215,1,18942157
road216,2,4390264#0,534027369
road217,6,-18942157,-4390272,-562623113,18942157,4390272,562623113
road218,1,-18942157
road219,1,120324572
road220,1,562623113
road221,1,562623114
road222,1,-120324572
road223,6,-251642741,-251642742#0,-251642742#1,251642741,251642742#0,251642742#1
road224,2,-675565971#1,675565972
road225,1,-228015712#1
road226,2,-444894366,228015712#1
road227,2,-444894367,444894367
road228,1,4352250#0
road229,13,-228015712#1,-230498539,-29046086,-29046088,-4390217,-444894366,228015712#1,230498539,29046086,29046088,29057437,4390217,444894366
road230,2,-228015712#1,444894366
road231,1,-4390217
road232,1,29046089#0
road233,2,2428140#3,2428140#4
road234,1,4390217
road235,1,650317761
road236,12,-120241877,-120241881,-120241882,-76848432,-76848433,120241877,120241881,120241882,201760880#0,496742427,76848432,76848433
road237,1,201760799
road238,2,201760880#1,76848433
road239,1,-154540881#2
road240,13,-154540881#3,-154540885,-250325170#0,-77105053#0,-77105053#1,154540881#3,154540885,201760799,201760800,250325170#0,4254652,77105053#0,77105053#1
road241,3,-154540885,154540885,250325170#2
road242,1,201760800
road243,8,-154540885,-250325164,-2514020#0,-34083185#1,154540885,250325164,2514020#0,34083185#1
road244,3,-154540885,-250325170#2,154540885
road245,1,-2499055
road246,2,-34083185#0,2514020#1
road247,1,493711858#0
road248,2,-2483868#2,-67386011
road249,10,-2483868#3,-2483868#4,-2483868#5,-2499055,-67386011,2483868#3,2483868#4,2483868#5,2499055,67386011
road250,1,-2499055
road251,2,2483868#5,67386011
road252,1,2499055
road253,2,-2417071#3,2417071#3
road254,1,-2417071#3
road255,1,2417071#3
road256,1,-18122230#3
road257,1,174660853#1
road258,2,174660853#1,18122230#3
road259,1,76845890
road260,17,-207807963#0,-207807963#1,-207807963#2,-38876078#0,-38876078#1,-38876078#2,-5067434#10,-5067434#11,17983300,207807963#0,207807963#1,207807963#2,38876078#0,38876078#1,38876078#2,5067434#10,5067434#11
road261,1,-5067434#9
road262,2,207807963#3,22812251
road263,1,2499081#0
road264,1,38876078#3
road265,1,-5067431#0
road266,4,-5067434#7,-76845891,5067434#7,76845891
road267,1,-5067434#7
road268,1,-5067437
road269,1,5067431#0
road270,1,5067434#9
road271,1,-207807964
road272,1,-5067434#5
road273,3,-5067434#6,4839584,5067434#6
road274,1,27115356
road275,1,4839584
road276,1,5067434#7
road277,4,-227392484#0,-227392484#1,227392484#0,227392484#1
road278,1,-227558478
road279,1,227392484#1
road280,2,-383210219#0,383210219#0
road281,1,227558614
road282,1,383210219#0
road283,4,-383210219#0,-383210219#1,383210219#0,383210219#1
road284,1,-383210219#0
road285,3,-383210220,-4338245#4,383210219#1
road286,1,383210220
road287,4,-383210220,-586589885,383210220,586589885
road288,1,-383210220
road289,1,-586589885
road290,1,383210220
road291,6,-38875967#0,-5827118,-586589885,38875967#0,5827118,586589885
road292,1,-38875967#0
road293,1,-5827118
road294,1,38875967#0
road295,1,586589885
road296,1,-38875967#0
road297,1,38875967#1
road298,2,-195363387#0,-50883190
road299,6,-195363387#1,-44129905,-50883192,195363387#1,44129905,50883192
road300,1,195363387#2
road301,6,-38875965#0,-38875965#1,-5884901,38875965#0,38875965#1,5884901
road302,2,-38875965#0,-5884901
road303,2,195363387#0,50883190
road304,1,372811600
road305,11,-129375494,-26785612#11,-72058125#0,-72058125#1,-72058130,129375494,26785612#11,404014011,72058125#0,72058125#1,72058130
road306,1,-26785612#10
road307,2,-404014016#5,8364500#0
road308,2,129375495#0,76842254
road309,1,26785612#12
road310,1,26785806#0
road311,1,72058130
road312,2,-26785612#10,26785806#2
road313,2,-26785806#2,26785807
road314,1,26785612#10
road315,6,-25913823,-8407161#0,-8407161#1,25913823,8407161#0,8407161#1
road316,2,-25913823,-8407161#0
road317,2,25913823,8407161#1
road318,2,-25913821#0,25913821#0
road319,1,-8407162
road320,1,25913821#1
road321,3,224187706#0,224187706#1,542829553#1
road322,1,224187706#2
road323,1,9195645
road324,6,-82124337,-82124997#0,-82124997#1,82124337,82124997#0,82124997#1
road325,2,-82124337,82124997#2
road326,6,-82124337,-82124997#3,-82124997#4,82124337,82124997#3,82124997#4
road327,2,-82124997#2,82124337
road328,1,82124997#5
road329,1,-161652141#8
road330,6,-404745887,-404745888,-8096707#3,404745887,404745888,8096707#3
road331,1,-8096707#2
road332,1,161652141#9
road333,8,-152822405#1,-156159285#0,-26839389,-542827483,152822405#1,156159285#0,26839389,542827483
road334,1,-152822405#1
road335,1,156159285#1
road336,1,542827483
road337,10,-26839385,-26839386#0,-26839386#1,-542827483,-8096701#6,26839385,26839386#0,26839386#1,542827483,8096701#6
road338,1,-542827483
road339,1,-8096701#6
road340,1,26839385
road341,1,26839386#2
road342,4,-132318682#2,-132318682#3,132318682#2,132318682#3
road343,1,-132318682#2
road344,1,-26839386#2
road345,1,132318682#4
road346,1,26839386#2
road347,1,-132318682#2
road348,1,132318682#2
road349,3,286754715#1,669435129#0,673447744
road350,1,669435129#0
road351,1,-207107599#2
road352,1,207107599#2
road353,17,-207107599#0,-207107599#1,207107599#0,207107599#1,207108043#0,207108043#1,23396293#0,23396293#1,234572145,380467036#1,380467039#1,380467041,380467042,380467043,380467044#0,380467044#1,61904421#0
road354,1,207107599#2
road355,2,207117510,61904421#0
road356,1,367808662
road357,24,17279601#0,17279601#1,17279601#2,235993418,367808658,367808659,367808660,367808661,367808662,367808666,36814928#0,36814928#1,36814928#2,36814929#0,36814929#1,36814929#2,36814930,380467039#0,43892835#0,449113134,449113135#0,449113135#1,591922928#1,88966884
road358,2,380467036#0,380467039#0
road359,1,438327416
road360,1,43892835#1
road361,1,449113135#1
road362,1,500001829
road363,14,109850055,234289105#0,234289105#1,234296718#0,234296718#1,234296718#2,36814928#0,41518097,500001828,591922928#0,591922929,591922930#0,591922930#1,6268144
road364,2,36814928#0,591922928#0
road365,1,41518099
road366,1,562623746#0
road367,2,-109850053,89173833
road368,12,-109850061,-109850084#0,-109850084#1,-3754142,-3754144,109850061,109850084#0,109850084#1,3754141#1,3754141#2,3754142,3754144
road369,1,109850055
road370,9,-109850052,-4259010,-89173833,109850052,234289724#0,4259010,648551913,665884209,89173833
road371,2,-3754138,234289724#1
road372,2,-89173833,109850053
road373,1,109850072
road374,4,-3754138,234289724#3,3754138,4607836
road375,1,234289724#3
road376,1,3754138
road377,6,234289724#4,30575233,330341#2,330341#3,330341#4,4607835
road378,2,234289724#5,330341#4
road379,1,30575229
road380,1,681004573
road381,1,-151942042#0
road382,6,-151942042#1,-4254007#0,-4254007#1,151942042#1,4254007#0,4254007#1
road383,1,-4254007#0
road384,4,-3318947#0,-3318947#1,3318947#0,3318947#1
road385,1,-425548225#1
road386,1,-534027369
road387,1,174640049
road388,1,4390264#1
road389,1,534027366#0
road390,10,-4253798#0,-4253798#1,-4390224#1,-534027366#0,-675565971#0,4253798#0,4253798#1,4390224#1,534027366#0,675565971#0
road391,1,-4390224#0
road392,1,-534027366#0
road393,1,534027366#1
road394,1,675565971#1
road395,4,-675565970,-675565972,675565970,675565972
road396,3,-675565970,4390222#0,444894368
road397,1,-675565971#1
road398,2,-675565972,675565971#1
road399,1,675565970
road400,6,-4352250#0,-4390222#0,-4390222#1,4352250#0,4390222#0,4390222#1
road401,1,-4352250#0
road402,3,-4390222#0,-444894368,675565970
road403,1,4352250#1
road404,1,-29046089#0
road405,6,-29046089#1,-38752553#1,-45887561,29046089#1,38752553#1,45887561
road406,2,2831540#0,38752553#1
road407,6,-609056649,4352114,4352115,4352143#0,4352143#1,609056649
road408,1,2428140#2
road409,1,4352115
road410,1,4352143#1
road411,7,-201756812#0,-609054981,-76848433,201756812#0,2428140#0,609054981,76848433
road412,1,-76848433
road413,1,201756812#1
road414,1,2428140#1
road415,1,130628449#0
road416,1,4254652
road417,1,4254652
road418,2,-493711858#0,493711858#0
road419,1,-493711858#0
road420,1,2499055
road421,1,493711858#1
road422,13,-166585298#7,-250325173,-4254662#5,-493711858#2,-493711859#0,-67386011,166585298#7,250325173,4254661,4254662#5,493711858#2,493711859#0,67386011
road423,5,-166585298#7,166585298#8,2483868#5,4254662#5,493711859#1
road424,2,-2483868#5,-67386011
road425,1,-4254662#5
road426,1,-493711858#1
road427,2,-166585298#6,4254627#0
road428,14,-166585298#8,-2483868#5,-2483868#6,-250325163,-4254627#0,-493711859#2,-493711859#3,166585298#8,2483868#5,2483868#6,250325163,4254627#0,493711859#2,493711859#3
road429,5,-166585298#8,-2483868#5,-4254662#5,-493711859#1,166585298#7
road430,1,250325162
road431,1,-2417071#3
road432,2,-679351845,679351845
road433,1,174660854
road434,1,679351845
road435,1,-174660854
road436,8,-174967594#0,-250334905#0,-250334905#1,-699132068,174967594#0,250334905#0,250334905#1,699132068
road437,1,-18122230#3
road438,2,-250334905#0,174967594#1
road439,1,-38876078#3
road440,4,-38876078#4,-76845890,38876078#4,76845890
road441,1,-5067432
road442,1,-76845890
road443,2,38876078#5,76845890
road444,1,5067431#0
road445,2,-4336664#2,4336664#2
road446,3,-4336664#2,17983301,5067431#1
road447,1,-5067431#0
road448,1,4336664#3
road449,1,5067432
road450,1,-27115356
road451,1,-4336664#3
road452,3,-4336664#5,117028044,4839579#0
road453,1,4336664#5
road454,3,-227392231,227392231,22780597
road455,1,-4336664#5
road456,1,17983296#0
road457,1,227390974#0
road458,11,-227392484#1,-4338245#0,-4338245#1,-4833001#1,-6012211,227390974#1,227392484#1,4338245#0,4338245#1,4833001#1,6012211
road459,1,-227392484#1
road460,2,-4833001#0,227390977#0
road461,2,4338245#2,4833001#1
road462,2,-4338245#2,-4833001#1
road463,6,-4338245#3,-4338245#4,-4833001#2,4338245#3,4338245#4,4833001#2
road464,2,4338245#4,4833001#2
road465,8,-22780695#1,-22780695#2,-383210219#1,-4833001#2,22780695#1,22780695#2,383210219#1,4833001#2
road466,1,-22780695#1
road467,3,-383210219#1,383210220,4338245#4
road468,2,-4338245#4,-4833001#2
road469,1,383210218
road470,2,-383210218,383210218
road471,1,-383210218
road472,1,383210218
road473,9,-383210218,-5827118,-6243969#0,-6243969#1,383210218,450662104,5827118,6243969#0,6243969#1
road474,1,-383210218
road475,1,555579763
road476,1,5827118
road477,1,-38875967#1
road478,4,4336660,555579761#0,676202330,676202333
road479,1,555579761#0
road480,14,-195363387#2,-195363387#3,-195363387#4,-50883199,-50883201,-76371833,-8431604,195363387#2,195363387#3,195363387#4,50883199,50883201,76371833,8431604
road481,1,-195363387#2
road482,1,195363387#5
road483,2,-372811600,372811600
road484,1,-372811600
road485,2,-5884900,5884902
road486,4,-129375495#0,-129375495#1,129375495#0,129375495#1
road487,2,-129375495#0,26709831
road488,1,-81446467#1
road489,2,129375495#1,76842254
road490,6,-26785012#0,-26785612#9,-72058120,26785012#0,26785612#9,72058120
road491,2,-26785612#9,-81446467#1
road492,2,-26785806#2,26785612#10
road493,1,-72058130
road494,2,26785012#1,26785806#3
road495,1,81446467#1
road496,2,-26785012#1,-26785806#3
road497,6,-26785806#4,-26785806#5,-32263811,26785806#4,26785806#5,32263811
road498,1,-675080637
road499,1,32263811
road500,8,-25913823,-32263811,-8407161#1,-8407161#2,25913823,32263811,8407161#1,8407161#2
road501,2,-25913823,-8407161#1
road502,1,-32263811
road503,1,675080634#0
road504,1,8407161#2
road505,1,8407162
road506,4,-25913821#1,-25913821#2,25913821#1,25913821#2
road507,1,-25913821#1
road508,1,-8407161#2
road509,2,25913821#3,8407161#2
road510,8,-122056182,-224187822,122056182,224187706#2,224187822,542829553#0,542829556#0,9195648#2
road511,1,542829553#0
road512,1,542829556#0
road513,2,-161652141#7,152822405#0
road514,2,-161652141#8,161652141#8
road515,1,161652141#8
road516,2,-152822405#0,161652141#7
road517,3,-161652141#6,161652141#6,23163545#2
road518,1,-161652141#6
road519,1,152822405#1
road520,5,-23163547,23163544,23163545#0,23163545#1,23163547
road521,1,129810579#0
road522,1,23163545#2
road523,2,-26839386#2,26839386#2
road524,1,-26839386#2
road525,1,26839386#2
road526,1,-132318682#1
road527,1,132318682#2
road528,1,669435129#0
road529,1,669435129#0
road530,7,234575099#0,234575099#1,39025894#1,39025894#2,39025894#3,669435128,669435129#1
road531,2,234575099#2,669435128
road532,1,39025894#4
road533,1,185238299
road534,13,207107597#0,207107597#1,207117510,379356920#0,379356920#1,49932190#2,49932192,561130616#0,561130616#1,561130616#2,61904421#0,61904421#1,61904421#2
road535,1,207107597#2
road536,1,234575099#0
road537,5,-37725870,-562623746#2,37725870,4256147,562623746#2
road538,1,-562623746#1
road539,2,3319600,4256146
road540,1,4256147
road541,1,-500001829
road542,1,-562623746#0
road543,1,562623746#1
road544,1,-109850082#0
road545,5,-109850082#1,109850082#1,234296720,648541444,665884210
road546,1,234296718#0
road547,1,3754141#0
road548,1,-109850072
road549,4,109850058,109850080#0,109850080#1,3754140
road550,2,109850082#0,3754140
road551,1,-228016376
road552,3,109850046#0,109850071,30575229
road553,1,109850046#1
road554,1,30575229
road555,10,-30575232#0,-63972390#0,156159284,30575232#0,316805864,316805865,330341#4,63972390#0,75687497,75687498
road556,2,30575232#1,63972390#1
road557,1,316805865
road558,2,-30575232#1,-63972390#1
road559,1,-4254008
road560,9,-534027371#1,-63972390#1,3318926#0,3318926#1,3318926#2,534027370,534027371#1,63972390#1,662534293
road561,1,-534027371#1
road562,1,-174640049
road563,4,-4253740,-534027371#0,4253740,534027371#0
road564,1,4254007#0
road565,1,534027371#1
road566,1,-266640846
road567,1,-4253827
road568,3,-425548225#0,425548222,425548225#0
road569,1,425548225#1
road570,1,571500819
road571,9,-29046118#0,-4253797#0,-4253797#1,-534027366#1,29046118#0,4253797#0,4253797#1,534027366#1,571500822
road572,1,-534027366#1
road573,1,29046118#0
road574,1,4253797#2
road575,1,-4253797#2
road576,6,-4253811,-4390224#0,-675565970,4253811,4390224#0,675565970
road577,1,-675565970
road578,1,4253811
road579,1,4390224#0
road580,1,-2831540#0
road581,7,-2831540#1,-4352250#2,-83398075,230498742,2831540#1,4352250#2,83398075
road582,1,-4253811
road583,1,-4352250#1
road584,1,30193920#0
road585,4,-2831540#0,-38752553#2,2831540#0,38752553#2
road586,2,-2831540#0,-38752553#1
road587,1,2831540#0
road588,1,38752553#2
road589,5,-120340387,-38752553#2,120340387,38752553#2,4352113#1
road590,1,-38752553#2
road591,1,38752553#3
road592,1,4352113#2
road593,1,-201756812#1
road594,6,-4352112,-74012066#0,-87082517,4352112,74012066#0,87082517
road595,1,201756812#2
road596,1,4352114
road597,1,74012066#1
road598,1,74012073
road599,14,-130628449#0,-130628449#1,-201756812#2,-201756812#3,-201756812#4,-4254662#1,-4254662#2,130628449#0,130628449#1,201756812#2,201756812#3,201756812#4,4254662#1,4254662#2
road600,1,-130628449#0
road601,1,-201756812#2
road602,2,-4254662#0,201756812#5
road603,1,4254662#3
road604,2,-4254662#3,4254662#3
road605,1,-4254662#3
road606,1,4254662#3
road607,3,-285590063,285590063,4254661
road608,1,-4254662#3
road609,2,4254661,4254662#5
road610,2,-166585298#5,4254627#0
road611,4,-166585298#6,-4254627#0,166585298#6,4254627#0
road612,2,-4254627#0,166585298#6
road613,6,-236678750#0,-236678750#1,-679351845,236678750#0,236678750#1,679351845
road614,1,-250325162
road615,1,-679351845
road616,1,236678750#2
road617,2,-174967594#1,250334905#0
road618,18,-174967594#2,-250328430#0,-250328430#1,-250328430#2,-250328430#3,-250328430#5,-250334905#0,-699132070,174967594#2,250328430#0,250328430#1,250328430#2,250328430#3,250328430#5,250334905#0,2514025#0,2514025#1,699132070
road619,1,-236678750#2
road620,1,-4254638#6
road621,2,250328430#5,2514025#1
road622,20,-250328427#0,-250328427#2,-250328430#6,-250328433#0,-250328433#1,-250328433#2,-38876078#6,-76845890,250328427#0,250328427#2,250328430#6,250328433#0,250328433#1,250328433#2,2514025#1,38876078#6,4254649#0,628446079#0,628446079#1,76845890
road623,1,-250328430#5
road624,2,-38876078#5,-76845890
road625,1,4254649#0
road626,3,4336664#0,624599469#0,628446079#1
road627,1,628446081
road628,3,-17983301,-5067431#1,4336664#2
road629,7,-186578128,-4336664#1,186578128,4336664#1,628446083#0,628446083#1,628446083#2
road630,2,-4336664#0,-624599469#0
road631,1,17983301
road632,1,628446083#2
road633,3,-117028044,-4839579#0,4336664#5
road634,1,-17983301
road635,6,-186578129,-4839579#0,-4839579#1,186578129,4839579#0,4839579#1
road636,1,186578129
road637,1,186579628
road638,1,4839579#2
road639,2,-17983296#0,4839582#2
road640,9,-17983296#1,-76791058,17983296#1,227390977#1,227390977#2,375122441,4839582#0,4839582#1,76791058
road641,1,-186579628
road642,1,-4839588
road643,1,4833033#0
road644,2,-4833033#0,4833033#0
road645,2,-4833033#0,227390977#1
road646,1,4833001#0
road647,1,4833033#1
road648,1,-4833033#1
road649,3,-4833033#2,174150270,4833033#2
road650,1,174150270
road651,1,23088173#0
road652,1,-222258280#3
road653,7,-222258280#4,-222258280#5,-22780695#0,174150270,222258280#4,222258280#5,22780695#0
road654,1,22780695#1
road655,2,-25672358,25672358
road656,1,-25672358
road657,1,173303011
road658,6,-173303011,-383421679,173303011,383421679,616810766,7855348
road659,1,-173303011
road660,1,-383421679
road661,1,616810766
road662,2,-173303012,555579761#0
road663,2,-372810577,372810577
road664,1,372810577
road665,1,383421679
road666,1,-195363387#5
road667,1,-372810577
road668,4,-372810768#0,-372810835,372810768#0,372810835
road669,1,372810768#1
road670,1,5884897
road671,2,-372811221,372811221
road672,1,-5884897
road673,2,-5884902,5884900
road674,1,246288220#3
road675,1,568575661
road676,4,-129375495#1,-568575661,129375495#1,568575661
road677,1,-129375495#1
road678,1,-568575661
road679,2,129375495#2,76842254
road680,8,-26785612#7,-26785612#8,-26785612#9,-32263808#1,26785612#7,26785612#8,26785612#9,32263808#1
road681,3,-26785612#7,-32263808#0,-81446467#0
road682,2,26785612#9,81446467#1
road683,1,-181231793
road684,6,-527688915#0,-527688915#1,-675080637,527688915#0,527688915#1,675080637
road685,1,-675080638
road686,1,675080637
road687,6,-675080634#0,-675080634#1,-675080638,675080634#0,675080634#1,675080638
road688,1,-675080634#0
road689,1,4257255#0
road690,1,675080638
road691,6,-25913821#3,-4257254#4,-4257255#1,25913821#3,4257254#4,4257255#1
road692,2,-25913821#3,-8407161#2
road693,1,-4257254#4
road694,1,-4257255#0
road695,1,4257255#2
road696,13,-18309856#0,-18309856#1,-224187818#0,-224187819,-542829550,18309856#0,18309856#1,224187818#0,224187819,542829550,542829556#1,9195648#0,9195648#1
road697,1,-4257255#2
road698,1,224187818#1
road699,1,9195648#2
road700,4,-161652141#4,-161652141#5,161652141#4,161652141#5
road701,2,-161652141#4,23163544
road702,1,161652141#6
road703,2,-161652141#4,161652141#4
road704,2,-161652141#4,-4253997
